此开卷第一回也．作者自云：因曾历过一番梦幻之后，故将真事隐去，而借"通灵"之说，撰此《石头记》一书也．故曰"甄士隐"云云．但书中所记何事何人？自又云：  |||  作者
宝玉笑道：要象只管这样闹，我还怕死呢？倒不如死了干净。”黛玉忙道：  |||  黛玉
宝玉道：  |||  宝玉
正说着，宝钗走来道：  |||  宝钗
没两盏茶的工夫，宝玉仍来了．林黛玉见了，越发抽抽噎噎的哭个不住．宝玉见了这样，知难挽回，打叠起千百样的款语温言来劝慰．不料自己未张口，只见黛玉先说道：  |||  黛玉
宝玉听了忙上来悄悄的说道：  |||  宝玉
林黛玉啐道：  |||  林黛玉
宝玉道：  |||  宝玉
林黛玉听了，低头一语不发，半日说道：  |||  林黛玉
宝玉笑道：  |||  宝玉
林黛玉叹道：  |||  林黛玉
二人正说着，只见湘云走来，笑道：  |||  二人
黛玉笑道：  |||  黛玉
宝玉笑道：  |||  宝玉
史湘云道：  |||  史湘云
黛玉忙问是谁．湘云道：  |||  湘云
黛玉听了，冷笑道：  |||  黛玉
宝玉不等说完，忙用话岔开．湘云笑道：  |||  湘云
话说史湘云跑了出来，怕林黛玉赶上，宝玉在后忙说：  |||  宝玉
林黛玉赶到门前，被宝玉叉手在门框上拦住，笑劝道：  |||  宝玉
林黛玉搬着手说道：  |||  林黛玉
湘云见宝玉拦住门，料黛玉不能出来，便立住脚笑道：  |||  湘云
恰值宝钗来在湘云身后，也笑道：  |||  宝钗
黛玉道：  |||  黛玉
宝玉劝道：  |||  宝玉
宝玉送他二人到房，那天已二更多时，袭人来催了几次，方回自己房中来睡．次日天明时，便披衣и鞋往黛玉房中来，不见紫鹃，翠缕二人，只见他姊妹两个尚卧在衾内．那林黛玉严严密密裹着一幅杏子红绫被，安稳合目而睡．那史湘云却一把青丝拖于枕畔，被只齐胸，一弯雪白的膀子撂于被外，又带着两个金镯子．宝玉见了，叹道：  |||  宝玉
一面说，一面轻轻的替他盖上．林黛玉早已醒了，觉得有人，就猜着定是宝玉，因翻身一看，果中其料．因说道：  |||  林黛玉
宝玉笑道：  |||  宝玉
黛玉道：  |||  黛玉
黛玉起来叫醒湘云，二人都穿了衣服．宝玉复又进来，坐在镜台旁边，只见紫鹃，雪雁进来伏侍梳洗．湘云洗了面，翠缕便拿残水要泼，宝玉道：  |||  宝玉
说着便走过来，弯腰洗了两把．紫鹃递过香皂去，宝玉道：这盆里的就不少，不用搓了。”再洗了两把，便要手巾．翠缕道：  |||  翠缕
宝玉也不理，忙忙的要过青盐擦了牙，嗽了口，完毕，见湘云已梳完了头，便走过来笑道：  |||  宝玉
湘云道：  |||  湘云
宝玉笑道：  |||  宝玉
湘云道：  |||  湘云
宝玉道：  |||  宝玉
说着，又千妹妹万妹妹的央告．湘云只得扶过他的头来，一一梳篦．在家不戴冠，并不总角，只将四围短发编成小辫，往顶心发上归了总，编一根大辫，红绦结住．自发顶至辫梢，一路四颗珍珠，下面有金坠脚．湘云一面编着，一面说道：  |||  湘云
宝玉道：  |||  宝玉
湘云道：  |||  湘云
黛玉一旁盥手，冷笑道：  |||  黛玉
宝玉不答，因镜台两边俱是妆奁等物，顺手拿起来赏玩，不觉又顺手拈了胭脂，意欲要往口边送，因又怕史湘云说．正犹豫间，湘云果在身后看见，一手掠着辫子，便伸手来"拍"的一下，从手中将胭脂打落，说道：  |||  湘云
一语未了，只见袭人进来，看见这般光景，知是梳洗过了，只得回来自己梳洗．忽见宝钗走来，因问道：  |||  宝钗
袭人含笑道：  |||  袭人
宝钗听说，心中明白．又听袭人叹道：  |||  袭人
宝钗听了，心中暗忖道：  |||  宝钗
一时宝玉来了，宝钗方出去．宝玉便问袭人道：  |||  宝玉
问一声不答，再问时，袭人方道：  |||  袭人
宝玉听了这话，见他脸上气色非往日可比，便笑道：  |||  宝玉
袭人冷笑道：  |||  袭人
一面说，一面便在炕上合眼倒下．宝玉见了这般景况，深为骇异，禁不住赶来劝慰．那袭人只管合了眼不理．宝玉无了主意，因见麝月进来，便问道：  |||  宝玉
麝月道：  |||  麝月
宝玉听说，呆了一回，自觉无趣，便起身叹道：  |||  宝玉
说着，便起身下炕，到自己床上歪下．袭人听他半日无动静，微微的打鼾，料他睡着，便起身拿一领斗蓬来，替他刚压上，只听"忽"的一声，宝玉便掀过去，也仍合目装睡．袭人明知其意，便点头冷笑道：  |||  袭人
宝玉禁不住起身问道：  |||  宝玉
袭人道：  |||  袭人
正闹着，贾母遣人来叫他吃饭，方往前边来，胡乱吃了半碗，仍回自己房中．只见袭人睡在外头炕上，麝月在旁边抹骨牌．宝玉素知麝月与袭人亲厚，一并连麝月也不理，揭起软帘自往里间来．麝月只得跟进来．宝玉便推他出去，说：  |||  宝玉
些儿的生得十分水秀，宝玉便问：  |||  宝玉
那丫头便说：  |||  丫头
宝玉便问：  |||  宝玉
蕙香道：  |||  蕙香
宝玉道：  |||  宝玉
又问：  |||  又问：
蕙香道：  |||  蕙香
宝玉道：  |||  宝玉
蕙香道：  |||  蕙香
宝玉道：  |||  宝玉
思之情矣．彼钗，玉，花，麝者，皆张其罗而穴其隧，所以迷眩缠陷天下者也．续毕，掷笔就寝．头刚着枕便忽睡去，一夜竟不知所之，直至天明方醒．翻身看时，只见袭人和衣睡在衾上．宝玉将昨日的事已付与度外，便推他说道：  |||  宝玉
原来袭人见他无晓夜和姊妹们厮闹，若直劝他，料不能改，故用柔情以警之，料他不过半日片刻仍复好了．不想宝玉一日夜竟不回转，自己反不得主意，直一夜没好生睡得．今忽见宝玉如此，料他心意回转，便越性不睬他．宝玉见他不应，便伸手替他解衣，刚解开了钮子，被袭人将手推开，又自扣了．宝玉无法，只得拉他的手笑道：  |||  宝玉
连问几声，袭人睁眼说道：  |||  袭人
宝玉道：  |||  宝玉
袭人冷笑道：  |||  袭人
宝玉笑道：  |||  宝玉
袭人道：  |||  袭人
宝玉见他娇嗔满面，情不可禁，便向枕边拿起一根玉簪来，一跌两段，说道：  |||  宝玉
袭人忙的拾了簪子，说道：  |||  袭人
宝玉道：  |||  宝玉
袭人笑道：  |||  袭人
谁知凤姐之女大姐病了，正乱着请大夫来诊脉．大夫便说：  |||  大夫
王夫人凤姐听了，忙遣人问：  |||  王夫人凤姐
医生回道：  |||  医生
便暂将小厮们内有清俊的选来出火．不想荣国府内有一个极不成器破烂酒头厨子，名叫多官，人见他懦弱无能，都唤他作"多浑虫"．因他自小父母替他在外娶了一个媳妇，今年方二十来往年纪，生得有几分人才，见者无不羡爱．他生性轻浮，最喜拈花惹草，多浑虫又不理论，只是有酒有肉有钱，便诸事不管了，所以荣宁二府之人都得入手．因这个媳妇美貌异常，轻浮无比，众人都呼他作"多姑娘儿"．如今贾琏在外熬煎，往日也曾见过这媳妇，失过魂魄，只是内惧娇妻，外惧娈宠，不曾下得手．那多姑娘儿也曾有意于贾琏，只恨没空．今闻贾琏挪在外书房来，他便没事也要走两趟去招惹．惹的贾琏似饥鼠一般，少不得和心腹的小厮们计议，合同遮掩谋求，多以金帛相许．小厮们焉有不允之理，况都和这媳妇是好友，一说便成．是夜二鼓人定，多浑虫醉昏在炕，贾琏便溜了来相会．进门一见其态，早已魄飞魂散，也不用情谈款叙，便宽衣动作起来．谁知这媳妇有天生的奇趣，一经男子挨身，便觉遍身筋骨瘫软，使男子如卧绵上，更兼淫态浪言，压倒娼妓，诸男子至此岂有惜命者哉．那贾琏恨不得连身子化在他身上．那媳妇故作浪语，在下说道：  |||  人
贾琏一面大动，一面喘吁吁答道：  |||  贾琏
次日早起，凤姐往上屋去后，平儿收拾贾琏在外的衣服铺盖，不承望枕套中抖出一绺青丝来．平儿会意，忙拽在袖内，便走至这边房内来，拿出头发来，向贾琏笑道：  |||  平儿
贾琏看见着了忙，抢上来要夺．平儿便跑，被贾琏一把揪住，按在炕上，掰手要夺，口内笑道：  |||  贾琏
平儿笑道：  |||  平儿
贾琏听说，忙陪笑央求道：  |||  贾琏
一语未了，只听凤姐声音进来．贾琏听见松了手，平儿刚起身，凤姐已走进来，命平儿快开匣子，替太太找样子．平儿忙答应了找时，凤姐见了贾琏，忽然想起来，便问平儿：  |||  凤姐
平儿道：  |||  平儿
凤姐道：  |||  凤姐
平儿道：  |||  平儿
凤姐道：  |||  凤姐
平儿笑道：  |||  平儿
凤姐冷笑道：  |||  凤姐
一席话，说的贾琏脸都黄了．贾琏在凤姐身后，只望着平儿杀鸡抹脖使眼色儿．平儿只装着看不见，因笑道：  |||  平儿
凤姐笑道：  |||  凤姐
平儿指着鼻子，晃着头笑道：  |||  平儿
喜的个贾琏身痒难挠，跑上来搂着，"心肝肠肉"乱叫乱谢．平儿仍拿了头发笑道：  |||  平儿
贾琏笑道：  |||  贾琏
口里说着，瞅他不防，便抢了过来，笑道：  |||  口里说着，瞅他不防，便抢了过来，笑道：
一面说着，一面便塞于靴掖内．平儿咬牙道：  |||  平儿
贾琏见他娇俏动情，便搂着求欢，被平儿夺手跑了，急的贾琏弯着腰恨道：  |||  贾琏
平儿在窗外笑道：  |||  平儿
贾琏道：  |||  贾琏
平儿道：  |||  平儿
贾琏道：  |||  贾琏
一句未了，凤姐走进院来，因见平儿在窗外，就问道：  |||  凤姐
贾琏在窗内接道：  |||  贾琏
平儿道：  |||  平儿
凤姐儿笑道：  |||  凤姐儿
平儿听说，便说道：  |||  平儿
凤姐笑道：  |||  凤姐
平儿道：  |||  平儿
说着，也不打帘子让凤姐，自己先摔帘子进来，往那边去了．凤姐自掀帘子进来，说道：  |||  凤姐
贾琏听了，已绝倒在炕上，拍手笑道：  |||  贾琏
凤姐道：  |||  凤姐
贾琏听说忙道：  |||  贾琏
凤姐道：  |||  凤姐
贾琏道：  |||  贾琏
凤姐道：  |||  凤姐
话说贾琏听凤姐儿说有话商量，因止步问是何话．凤姐道：  |||  凤姐
贾琏道：  |||  贾琏
凤姐道：  |||  凤姐
贾琏听了，低头想了半日道：  |||  贾琏
凤姐听了，冷笑道：  |||  凤姐
贾琏道：  |||  贾琏
凤姐道：  |||  凤姐
贾琏笑道：  |||  贾琏
且说史湘云住了两日，因要回去．贾母因说：  |||  贾母
谁想贾母自见宝钗来了，喜他稳重和平，正值他才过第一个生辰，便自己蠲资二十两，唤了凤姐来，交与他置酒戏．凤姐凑趣笑道：  |||  凤姐
说的满屋里都笑起来．贾母亦笑道：  |||  贾母
凤姐笑道：  |||  凤姐
说着，又引着贾母笑了一回，贾母十分喜悦．到晚间，众人都在贾母前，定昏之余，大家娘儿姊妹等说笑时，贾母因问宝钗爱听何戏，爱吃何物等语．宝钗深知贾母年老人，喜热闹戏文，爱吃甜烂之食，便总依贾母往日素喜者说了出来．贾母更加欢悦．次日便先送过衣服玩物礼去，王夫人，凤姐，黛玉等诸人皆有随分不一，不须多记．至二十一日，就贾母内院中搭了家常小巧戏台，定了一班新出小戏，昆弋两腔皆有．就在贾母上房排了几席家宴酒席，并无一个外客，只有薛姨妈，史湘云，宝钗是客，余者皆是自己人．这日早起，宝玉因不见林黛玉，便到他房中来寻，只见林黛玉歪在炕上．宝玉笑道：  |||  宝玉
林黛玉冷笑道：  |||  林黛玉
宝玉笑道：  |||  宝玉
吃了饭点戏时，贾母一定先叫宝钗点．宝钗推让一遍，无法，只得点了一折《西游记>>．贾母自是欢喜，然后便命凤姐点．凤姐亦知贾母喜热闹，更喜谑笑科诨，便点了一出《刘二当衣》．贾母果真更又喜欢，然后便命黛玉点．黛玉因让薛姨妈王夫人等．贾母道：  |||  贾母
说着，大家都笑了．黛玉方点了一出．然后宝玉，史湘云，迎，探，惜，李纨等俱各点了，接出扮演．至上酒席时，贾母又命宝钗点．宝钗点了一出《鲁智深醉闹五台山》．宝玉道：  |||  宝玉
宝钗道：  |||  宝钗
宝玉道：  |||  宝玉
宝钗笑道：  |||  宝钗
宝玉见说的这般好，便凑近来央告：  |||  宝玉
烟蓑雨笠卷单行？一任俺芒鞋破钵随缘化！宝玉听了，喜的拍膝画圈，称赏不已，又赞宝钗无书不知，林黛玉道：  |||  林黛玉
说的湘云也笑了．于是大家看戏．至晚散时，贾母深爱那作小旦的与一个作小丑的，因命人带进来，细看时益发可怜见．因问年纪，那小旦才十一岁，小丑才九岁，大家叹息一回．贾母令人另拿些肉果与他两个，又另外赏钱两串．凤姐笑道：  |||  凤姐
宝钗心里也知道，便只一笑不肯说．宝玉也猜着了，亦不敢说．史湘云接着笑道：  |||  史湘云
晚间，湘云更衣时，便命翠缕把衣包打开收拾，都包了起来．翠缕道：  |||  翠缕
湘云道：  |||  湘云
宝玉听了这话，忙赶近前拉他说道：  |||  宝玉
湘云摔手道：  |||  湘云
宝玉急的说道：  |||  宝玉
湘云道：  |||  湘云
宝玉没趣，只得又来寻黛玉．刚到门槛前，黛玉便推出来，将门关上．宝玉又不解其意，在窗外只是吞声叫"好妹妹"．黛玉总不理他．宝玉闷闷的垂头自审．袭人早知端的，当此时断不能劝．那宝玉只是呆呆的站在那里．黛玉只当他回房去了，便起来开门，只见宝玉还站在那里．黛玉反不好意思，不好再关，只得抽身上床躺着．宝玉随进来问道：  |||  宝玉
林黛玉冷笑道：  |||  林黛玉
宝玉道：  |||  宝玉
黛玉道：  |||  黛玉
黛玉又道：  |||  黛玉
宝玉见说，方才与湘云私谈，他也听见了．细想自己原为他二人，怕生隙恼，方在中调和，不想并未调和成功，反已落了两处的贬谤．正合着前日所看《南华经》上，有"巧者劳而智者忧，无能者无所求，饱食而遨游，づ若不系之舟"，又曰"山木自寇，源泉自盗"等语．因此越想越无趣．再细想来，目下不过这两个人，尚未应酬妥协，将来犹欲为何？想到其间也无庸分辩回答自己转身回房来．林黛玉见他去了，便知回思无趣，赌气去了，一言也不曾发，不禁自己越发添了气，便说道：  |||  林黛玉
